1.2,0,67,0.827188333
5.7,0,51,0.679199167
6.5,0,95,0.437471667
2,0,75,0.218921667
-2.7,0,31,0.196776667
-1.7,0,56,0.196214167
-3.4,0,39,0.253661667
-3.3,0,33,0.296078333
-2.1,0,36,0.440345833
0.3,0,32,0.3560425
-3.8,0,40,0.149530833
-5.2,0,49,0.13912
-4.5,0.4,37,0.140128333
-3.4,0,43,0.222750833
-0.4,0,51,0.259151667
-0.2,0.1,69,0.390848333
1.7,0,69,0.3277975
-6.3,0.2,44,0.1223175
-12.8,0,33,0.120056667
-10.5,0,38,0.129485833
-7.1,0,51,0.154546667
-7.6,0,50,0.195150833
-11.5,0,30,0.292710833
-14.4,0,38,0.2254475
-9.4,0,50,0.114405
-3.3,0.3,78,0.121440833
-1.1,0,63,0.118766667
-0.5,0,58,0.200500833
1.9,0,49,0.251931667
0.6,0,40,0.411123333
-3.9,0,39,0.3429825
-6,0,40,0.107944167
-5.3,0,44,0.130660833
-2.4,0,56,0.286928333
-0.7,0,55,0.278761667
-2.2,0,44,0.4239125
-3.1,0,50,0.533939167
-2.9,0,48,0.4555175
1.3,0,71,0.539740833
0.3,0,49,0.6405275
2.7,0,40,0.471638333
8.1,0.1,46,0.1856275
8.4,18,32,0.211608333
11,21,15,0.331321667
-2.6,2.5,29,0.2682375
-5.8,0,32,0.106721667
-2.7,0.8,27,0.1377825
0,0,38,0.209225
3.5,0,44,0.185679167
2.3,0,82,0.260068333
1.3,0,44,0.3782825
-0.6,0,26,0.315049167
1.1,0,43,0.162339167
0.7,0.9,54,0.158834167
-3,0,32,0.146510833
-0.2,0,51,0.205875833
2.2,0,49,0.240533333
3.3,0.2,65,0.353239167
0.7,4.1,46,0.31842
-3.8,0,64,0.2882975
-2.7,0,31,0.802814167
3.1,0,36,0.223035
8.1,0,55,0.237186667
13.2,0.1,68,0.357186667
11.3,40,22,0.647688333
7.9,0.2,94,0.528381667
8.1,0,108,0.161616667
2.7,0,72,0.152988333
0.3,0,44,0.147043333
-1.1,0,34,0.188850833
-0.5,0,36,0.287249167
2,0,43,0.508496667
3.7,0.1,61,0.436235833
4.7,0,64,0.1452175
5.2,0,57,0.117055833
7.5,0,64,0.119186667
9.3,0,76,0.142196667
13.4,0,68,0.207900833
11.4,0,77,0.370615
10.6,0,82,0.304718333
9.9,0,87,0.118344167
8,0,72,0.1174025
8.2,0,81,0.150811667
7.2,0,41,0.240499167
7.1,0,70,0.28062
6.5,0,66,0.5178775
7.2,0,68,0.381588333
9.8,0,70,0.110714167
11.3,0.1,97,0.101786667
11.5,0,91,0.083310833
13.5,0,51,0.117748333
15.3,0,71,0.177793333
15,0,80,0.2940675
10.7,2,52,0.283720833
12.3,0,30,0.0758075
11.4,0,58,0.07152
14.4,3,74,0.0798725
14.1,7.5,43,0.136475833
11.1,0,76,0.202549167
10.7,0,117,0.372226667
13.4,0,134,0.3325125
12.5,0,48,0.1311
14.1,0,57,0.2159825
15.6,1,58,0.4505675
12.4,0,57,0.145889167
15,0,54,0.219755
14.9,23.5,51,0.414288333
10.8,20.5,46,0.35128
11.2,1.5,62,0.111663333
12,0,45,0.107039167
14.3,0.5,63,0.119491667
13.5,17,27,0.160328333
13.5,0,81,0.2102725
13.5,0,198,0.3558525
15.5,0,144,0.305411667
17.2,0,76,0.173434167
21.1,0,78,0.209774167
17.2,0,50,0.4445425
17.2,0,58,0.548314167
16.2,0.3,63,0.71789
15.9,0,75,0.914103333
18.8,0,44,0.421975
21.1,16.5,46,0.203430833
12.9,27,18,0.218279167
15.7,0,49,0.367105833
18.9,7.5,54,0.535490833
16.3,9.5,51,0.430033333
16.5,0,114,0.350365833
19.4,0,52,0.241590833
20.2,0,59,0.103636667
14.5,13.5,31,0.107106667
16.4,0,28,0.196800833
17.8,0,29,0.276529167
18.6,0.5,39,0.3470125
20.2,0,34,0.563304167
17.4,45,33,0.428685833
15.9,2.5,35,0.17961
19.3,0,67,0.152298333
22.3,0,51,0.1515525
24.3,0,39,0.17877
24,0,53,0.265648333
24.1,0,38,0.343171667
24.7,0,55,0.343171667
23.3,0,67,0.128121667
16.8,38.5,33,0.126335833
19.7,0,90,0.150844167
19.4,0,108,0.181523333
20.9,0,91,0.246804167
21.7,0,76,0.423594167
21.5,0,81,0.336745
22.1,0,92,0.121445833
21.6,0,79,0.122753333
23.3,0,41,0.280256667
23.2,0,36,0.2605875
22.2,0,46,0.359365
21.2,0,52,0.5735075
24.7,0,50,0.576709167
23.3,0,23,0.465971667
21.7,0.1,42,0.156169167
22.1,0,38,0.153895833
24.1,0,54,0.2421775
24.6,0,59,0.325080833
23.5,3,48,0.532178333
23.5,1.5,30,0.462853333
23.5,0,63,0.145154167
23.8,0,51,0.152393333
20.9,15.5,36,0.182240833
20.9,0,31,0.268925833
23.8,0,54,0.451925
24.5,0,66,0.380666667
24.1,0,40,0.153936667
24.7,0,51,0.148718333
26,0,61,0.195084167
24.3,30.5,70,0.195084167
24.7,0.1,46,0.194115
23.1,3.5,56,0.250288333
22.8,0,33,0.398804167
24.4,0,31,0.32402
24.4,0,35,0.1203425
24.7,0,61,0.111778333
25.3,0,36,0.131551667
24.6,0.2,30,0.185440833
24,108.5,21,0.182493333
23.5,4,14,0.322141667
23.5,0,41,0.251258333
21.8,29.5,21,0.102865
23.1,100.5,13,0.1142125
22.9,0,18,0.137555833
24,0,41,0.138649167
27.3,0,55,0.185716667
27.7,0,39,0.332438333
27.9,0,35,0.290255833
28.4,0,53,0.0960525
26.3,3,37,0.1264875
26.3,0,30,0.150395
27.5,0.1,29,0.149469167
26.2,1.5,18,0.231334167
20.8,46.5,9,0.429356667
21.7,2.5,14,0.292365
24.4,0.2,28,0.135564167
27.1,0,36,0.15865
28.6,0,37,0.329823333
28.3,0,31,0.31103
29.1,0,36,0.366629167
28.7,0.5,41,0.534376667
28,0.5,38,0.4592625
28.4,0,44,0.240878333
28.4,0,34,0.2236725
27.6,0.5,35,0.257811667
28,0.2,58,0.334728333
26.3,59.5,46,0.390233333
28.6,0.5,44,0.54757
28.9,0.2,39,0.488594167
28.4,0,33,0.374675833
27.2,2,27,0.347061667
29.1,0,29,0.416805
30.7,0,33,0.38391
31.2,0,41,0.4160475
30.5,0,59,0.5088175
30.6,0,37,0.4185
30.5,0,40,0.244784167
29.3,1,33,0.224481667
29.4,0,64,0.265065
30.5,0,32,0.288765833
30.4,0,42,0.341484167
30.2,0,36,0.51107
28.9,0.2,36,0.54284
29.1,0,36,0.440736667
29.3,0.5,46,0.180229167
29.9,0,42,0.176424167
29.9,0,53,0.176966667
28.9,11.5,60,0.214855833
30.1,0,33,0.341463333
30.7,0,27,0.284455
30.7,0.4,29,0.118535833
28.3,8,33,0.098690833
29.1,0,35,0.11126
27.1,4.5,30,0.117399167
23,20,14,0.146200833
23.4,0,13,0.238411667
21,1.5,11,0.201946667
22.2,0,16,0.078355833
20.6,0,28,0.0711675
17.7,17.5,18,0.061711667
23.2,0,60,0.138639167
24.2,4.5,33,0.1712325
23.9,0.5,21,0.286314167
25.6,0,22,0.23737
26.4,0,31,0.096088333
24.7,0,58,0.104209167
24.3,0,76,0.229921667
23,4.5,48,0.218410833
23.9,0,42,0.300791667
24.4,0,41,0.525833333
24.5,0,39,0.459661667
23.4,2.5,29,0.2110675
24.6,0,18,0.330741667
24.6,0,32,0.585096667
23.9,0,41,0.722375
24.6,0,51,0.6606575
23.1,7,29,0.6606575
23.5,0,23,0.390235833
21.9,0,13,0.105991667
20.6,0,19,0.086726667
20.2,0,33,0.094533333
21.9,0,40,0.097713333
21.4,0,51,0.134181667
22.3,0,61,0.1823025
23,0,52,0.1990575
23.6,0,45,0.095943333
21,13.5,35,0.114925833
19.9,0.5,35,0.212328333
20.4,0,14,0.244814167
20.5,0,30,0.319531667
21.1,0,46,0.492213333
19,18.5,29,0.370084167
22.7,6.5,17,0.451213333
22,0,31,0.53513
21.1,0,27,0.6106075
18,0,39,0.611295833
19.7,2,26,0.513191667
16.8,6,21,0.4933275
11.3,0,18,0.358853333
14,0,27,0.13028
15.4,0,44,0.1288075
15.5,0,55,0.140183333
15.2,0,43,0.182161667
16.7,0,72,0.2904725
19.1,0,79,0.227389167
17.2,1.5,55,0.097584167
17.5,0,51,0.093779167
17,0,55,0.094766667
18,0,64,0.126396667
18.6,0,64,0.168341667
17.9,0,24,0.271971667
18.3,0,30,0.226101667
13.3,2.5,12,0.102485833
15.1,0,17,0.10759
14.1,37,16,0.1332925
13.3,0,41,0.164884167
14.6,0,44,0.226234167
14.6,0.3,37,0.35139
7.8,0,35,0.2964425
7.9,0,26,0.147555
5.7,0.5,29,0.188883333
1.5,0,23,0.204464167
4.1,0.1,35,0.177030833
9.1,0.2,41,0.05177
12.3,0,60,0.288008333
15,0,75,0.5290025
14,0,33,0.3912825
12.8,5.5,34,0.127575
4.1,0.5,64,0.118318333
2.1,0,41,0.123283333
6,0.4,41,0.163111667
9.1,4,50,0.249808333
11.4,0,75,0.4123775
14.4,0.5,62,0.361775
13.2,1.5,53,0.140818333
5.2,0,58,0.190015
5.2,0,54,0.291683333
9.1,0,74,0.288465
10.3,0,94,0.345145833
13,0,58,0.545440833
9.8,0,43,0.444705833
9.5,0,61,0.177618333
2,0.2,43,0.162235
-1.8,0,38,0.196538333
-2.5,0,27,0.226274167
1,0,39,0.3119125
0.9,2.8,54,0.49905
3.3,0,70,0.476575
1.4,0,80,0.191101667
1.7,0,41,0.209255
6,0,48,0.2872825
4.1,0,50,0.247946667
1.6,0,37,0.22608
4.5,0,64,0.307793333
5.5,0,81,0.2675375
5.9,1.5,85,0.10623
-1.1,0,26,0.1044575
1.7,0,51,0.149716667
2.1,3,56,0.183941667
1.4,3,34,0.240145833
-1.6,0,34,0.379573333
-1.1,0,36,0.340939167
2.3,0,46,0.144528333
3.4,0,62,0.148444167
-1.4,0.1,53,0.08913
-5,0,36,0.182494167
-4.7,0,33,0.232465
2.7,0,59,0.350923333
4.9,0,49,0.323639167
7.2,0,38,0.174318333
7.6,0,53,0.203508333
7.9,29,40,0.2945925
5.5,23.5,30,0.317855833
-2.5,0.1,52,0.41016
-2.4,0,67,0.544466667
1,0,56,0.427800833
2.5,0,50,0.229470833
-2.3,0.5,41,0.225781667
-3.7,0,44,0.227059167
-4.2,0.3,35,0.303699167
-3.9,0,42,0.3973475
0.7,0,58,0.4803025
